sim_id,trial_id,p_diff,n_raters,scores_per_r,total_scores,propz_pval,bht_pval
513,0,0.055,33,40,1300,0.020217014960191498,0.05606060606060606
179,0,0.055,38,35,1300,0.13921693526694418,0.1511278195488722
680,0,0.055,55,24,1300,0.011049033555906538,0.030303030303030304
13,0,0.055,25,53,1300,0.17565502986823867,0.15471698113207547
846,0,0.055,21,64,1300,0.14673565699487623,0.16294642857142858
514,0,0.055,14,98,1300,0.007450595647316043,0.043002915451895045
180,0,0.055,25,53,1300,0.0022840231910426774,0.020377358490566037
347,0,0.055,34,39,1300,0.076644332592211,0.14027149321266968
14,0,0.055,21,62,1300,0.0016608610754691292,0.016897081413210446
681,0,0.055,20,67,1300,0.19148268045413874,0.23208955223880598
847,0,0.055,17,80,1300,0.0029331369173630586,0.016911764705882352
181,0,0.055,26,51,1300,0.0022865538597373358,0.0196078431372549
515,0,0.055,18,75,1300,0.39105049069582076,0.3333333333333333
348,0,0.055,28,48,1300,0.023322824511588725,0.09598214285714286
15,0,0.055,18,75,1300,0.05201427136188207,0.08814814814814814
682,0,0.055,20,68,1300,0.004279300507101761,0.03676470588235294
848,0,0.055,22,61,1300,0.07096528094168009,0.11177347242921014
182,0,0.055,25,53,1300,0.1593803435847183,0.18415094339622642
349,0,0.055,21,62,1300,0.010104672408097374,0.04685099846390169
516,0,0.055,15,87,1300,0.2952872477448502,0.210727969348659
16,0,0.055,22,61,1300,0.1546362754658835,0.1572280178837556
683,0,0.055,77,17,1300,0.004415224518090783,0.03361344537815126
849,0,0.055,45,29,1300,0.005265213340462174,0.0743295019157088
183,0,0.055,22,61,1300,0.1897266426929452,0.21236959761549926
517,0,0.055,26,50,1300,0.002011856494706562,0.015384615384615385
17,0,0.055,25,53,1300,0.016495119233980313,0.05660377358490566
350,0,0.055,87,15,1300,0.019832062093056792,0.045210727969348656
684,0,0.055,17,79,1300,0.0034230980828544324,0.017870439314966492
850,0,0.055,20,68,1300,0.047724404841563456,0.10661764705882353
184,0,0.055,14,97,1300,0.0020602528891190933,0.016936671575846832
518,0,0.055,16,86,1300,0.0213348290982617,0.056686046511627904
18,0,0.055,25,54,1300,0.0582119054636184,0.1325925925925926
351,0,0.055,30,44,1300,1.3198434753416022e-05,0.006060606060606061
851,0,0.055,16,85,1300,0.0414135449225197,0.10735294117647058
685,0,0.055,109,12,1300,0.04298827669117492,0.07186544342507645
185,0,0.055,23,57,1300,0.005121495012936357,0.057208237986270026
519,0,0.055,20,68,1300,0.29515157550437704,0.27205882352941174
352,0,0.055,44,30,1300,0.0003006368613637262,0.008333333333333333
19,0,0.055,16,82,1300,2.5990350236064234e-05,0.003048780487804878
852,0,0.055,130,10,1300,0.11271037964546682,0.17
686,0,0.055,69,19,1300,0.0006789129568358509,0.014492753623188406
186,0,0.055,93,14,1300,0.006439286612471797,0.02457757296466974
520,0,0.055,16,85,1300,0.04377061994086746,0.10147058823529412
20,0,0.055,19,69,1300,0.6777964141059925,0.43783371472158655
853,0,0.055,28,48,1300,0.00025806178660639034,0.005208333333333333
353,0,0.055,109,12,1300,0.10502157489668917,0.1559633027522936
687,0,0.055,62,21,1300,0.730878399726665,0.45161290322580644
187,0,0.055,19,71,1300,0.07062342779323505,0.10896960711638251
521,0,0.055,50,26,1300,0.13763304294992484,0.2023076923076923
21,0,0.055,14,97,1300,0.005938366242287483,0.050073637702503684
854,0,0.055,77,17,1300,0.00901036266643242,0.04736440030557677
354,0,0.055,25,52,1300,0.011420947458090868,0.043076923076923075
688,0,0.055,49,27,1300,0.4725808695357784,0.3242630385487528
188,0,0.055,17,77,1300,0.0011734509333179333,0.02750190985485103
522,0,0.055,14,98,1300,0.2988074933661509,0.2602040816326531
22,0,0.055,18,74,1300,0.009609875582166121,0.04954954954954955
855,0,0.055,14,95,1300,0.03448007636028204,0.0887218045112782
689,0,0.055,14,93,1300,0.0017211538339955395,0.020737327188940093
355,0,0.055,25,54,1300,0.009259781621033638,0.05185185185185185
523,0,0.055,17,78,1300,0.054439213757430875,0.1297134238310709
189,0,0.055,32,41,1300,0.0005211823900572482,0.011432926829268292
856,0,0.055,69,19,1300,0.09624018570907622,0.13653699466056446
690,0,0.055,21,63,1300,0.08697488568368678,0.1617535903250189
23,0,0.055,20,67,1300,0.15041802851904967,0.12462686567164179
356,0,0.055,35,38,1300,0.4381199456686833,0.34210526315789475
524,0,0.055,23,58,1300,0.04367633195221291,0.1469265367316342
190,0,0.055,21,62,1300,0.006157028422724734,0.04685099846390169
857,0,0.055,19,72,1300,0.022740999456298587,0.06944444444444445
691,0,0.055,22,61,1300,0.0009523075334071007,0.011922503725782414
24,0,0.055,16,86,1300,0.0044725432728539806,0.025436046511627907
357,0,0.055,20,67,1300,0.024902218890412574,0.10149253731343283
525,0,0.055,19,71,1300,0.05371203983785081,0.0748702742772424
191,0,0.055,17,80,1300,0.0005320709760753499,0.010294117647058823
692,0,0.055,17,80,1300,0.14441110277164287,0.13014705882352942
25,0,0.055,35,38,1300,0.06163095767009834,0.14586466165413534
858,0,0.055,15,92,1300,0.00023682685081888555,0.015217391304347827
358,0,0.055,44,30,1300,0.3149373087801231,0.31136363636363634
192,0,0.055,23,57,1300,0.011167214419562135,0.04424103737604882
526,0,0.055,35,38,1300,0.22435129207456123,0.24661654135338346
693,0,0.055,34,39,1300,0.5757723187754139,0.4095022624434389
859,0,0.055,15,91,1300,6.601895340762692e-06,0.002197802197802198
359,0,0.055,21,63,1300,0.0025127635310976627,0.016628873771730914
26,0,0.055,100,13,1300,0.012703660447479368,0.04153846153846154
527,0,0.055,47,28,1300,0.049757030426189376,0.08054711246200608
193,0,0.055,130,10,1300,0.0009158782421108801,0.013846153846153847
694,0,0.055,16,85,1300,0.000635446520712732,0.019852941176470587
860,0,0.055,32,41,1300,0.00907914939280432,0.04496951219512195
27,0,0.055,19,69,1300,6.489488814621684e-05,0.005339435545385202
360,0,0.055,119,11,1300,5.13414969577581e-07,0.0
528,0,0.055,32,41,1300,0.08378980189274687,0.13338414634146342
194,0,0.055,87,15,1300,0.005304952535211145,0.05900383141762452
695,0,0.055,22,61,1300,1.2127651411664296e-05,0.0067064083457526085
861,0,0.055,16,82,1300,0.005478634329091759,0.04878048780487805
28,0,0.055,82,16,1300,5.664684462133303e-05,0.001524390243902439
529,0,0.055,41,32,1300,0.027386013621963877,0.07621951219512195
361,0,0.055,15,90,1300,0.04068158236980998,0.12
195,0,0.055,14,95,1300,0.6035069195149791,0.4120300751879699
696,0,0.055,17,79,1300,0.0015215091712041393,0.0379746835443038
862,0,0.055,25,53,1300,0.037914147782755876,0.061886792452830186
29,0,0.055,40,33,1300,0.03386836767683545,0.10984848484848485
530,0,0.055,42,31,1300,0.0271291913948444,0.05145929339477726
362,0,0.055,34,39,1300,0.06857321628117609,0.12745098039215685
196,0,0.055,31,43,1300,0.06424552930217986,0.14628657164291073
697,0,0.055,100,13,1300,0.002028789660150079,0.031538461538461536
863,0,0.055,14,96,1300,1.899060474448327e-05,0.0
363,0,0.055,24,55,1300,0.028763806267908018,0.10303030303030303
30,0,0.055,14,97,1300,0.001854815448774819,0.022091310751104567
197,0,0.055,15,92,1300,0.20054478610745202,0.1782608695652174
698,0,0.055,31,42,1300,0.03371375416074616,0.10215053763440861
864,0,0.055,20,66,1300,0.051664567517571314,0.10378787878787879
31,0,0.055,19,70,1300,0.07474063976478927,0.14962406015037594
531,0,0.055,73,18,1300,0.04870019259022682,0.12557077625570776
364,0,0.055,26,50,1300,0.009838373153668452,0.05846153846153846
198,0,0.055,23,59,1300,0.0010188850829605913,0.023581429624170966
699,0,0.055,15,87,1300,0.044617699350303915,0.08122605363984674
532,0,0.055,36,37,1300,0.23361017654309651,0.2057057057057057
32,0,0.055,17,79,1300,0.004001497427305583,0.020104244229337303
865,0,0.055,31,43,1300,0.0010013624772177653,0.021005251312828207
365,0,0.055,23,58,1300,0.516487893470584,0.33808095952023987
199,0,0.055,14,95,1300,0.15738077900870145,0.1548872180451128
700,0,0.055,21,64,1300,8.37468492321025e-05,0.001488095238095238
533,0,0.055,19,71,1300,5.234097189206948e-07,0.0
33,0,0.055,87,15,1300,0.4197571227181892,0.35019157088122604
866,0,0.055,109,12,1300,0.03409083460633819,0.06804281345565749
200,0,0.055,19,70,1300,0.5992782725764576,0.42030075187969923
366,0,0.055,17,79,1300,0.00966543271788353,0.04616530156366344
701,0,0.055,15,92,1300,0.07568960098171591,0.15144927536231884
534,0,0.055,14,98,1300,0.0004320913779478399,0.013848396501457727
34,0,0.055,14,94,1300,0.23065705245624385,0.19300911854103345
867,0,0.055,23,58,1300,0.1875043999687992,0.22788605697151423
201,0,0.055,14,98,1300,0.15374734173400972,0.20918367346938777
367,0,0.055,21,63,1300,0.0002855360465595469,0.0030234315948601664
702,0,0.055,16,83,1300,0.001245597753481433,0.007530120481927711
535,0,0.055,20,67,1300,0.06300160632387446,0.13507462686567165
35,0,0.055,39,34,1300,0.0015212620363643607,0.020361990950226245
868,0,0.055,21,63,1300,0.02948634203312747,0.06046863189720333
202,0,0.055,50,26,1300,0.13466995732617565,0.18384615384615385
368,0,0.055,41,32,1300,0.004570588691123889,0.035823170731707314
703,0,0.055,41,32,1300,0.0002924222494441545,0.007621951219512195
536,0,0.055,73,18,1300,0.44708089662542616,0.3028919330289193
869,0,0.055,21,63,1300,0.0014233461457038752,0.018140589569160998
36,0,0.055,82,16,1300,0.03423751422725124,0.06783536585365854
369,0,0.055,29,46,1300,0.0001570534568194893,0.020239880059970013
203,0,0.055,19,71,1300,0.004589586812677697,0.034840622683469234
704,0,0.055,18,76,1300,0.11279789553427899,0.12280701754385964
537,0,0.055,35,38,1300,0.0002525607750960236,0.010526315789473684
870,0,0.055,14,93,1300,0.12399711282791054,0.1313364055299539
37,0,0.055,45,29,1300,0.07460936177016407,0.09961685823754789
370,0,0.055,17,77,1300,0.0034481370917991195,0.01757066462948816
204,0,0.055,31,42,1300,0.190273166396832,0.19431643625192013
705,0,0.055,18,74,1300,0.011537548407877973,0.03753753753753754
538,0,0.055,20,66,1300,0.03080279692097472,0.10833333333333334
871,0,0.055,16,83,1300,0.0010516771681942018,0.02786144578313253
38,0,0.055,50,26,1300,0.0005880803847706093,0.013076923076923076
371,0,0.055,119,11,1300,0.010788444580039759,0.0427807486631016
205,0,0.055,33,40,1300,0.04784857528835915,0.10454545454545454
706,0,0.055,87,15,1300,0.09994995225791814,0.14406130268199233
539,0,0.055,34,39,1300,0.5048637021395933,0.33559577677224733
39,0,0.055,15,90,1300,0.573700455479616,0.36148148148148146
872,0,0.055,18,75,1300,0.1014478766146153,0.12222222222222222
372,0,0.055,19,72,1300,0.17655629662839528,0.24707602339181287
206,0,0.055,130,10,1300,0.6635351686200475,0.4584615384615385
707,0,0.055,57,23,1300,0.4499774129813943,0.34553775743707094
540,0,0.055,21,63,1300,0.1245900896469424,0.2108843537414966
40,0,0.055,47,28,1300,0.6079431408828907,0.4095744680851064
873,0,0.055,49,27,1300,0.04618484276334548,0.09750566893424037
373,0,0.055,25,54,1300,0.011881552516509991,0.04
207,0,0.055,119,11,1300,0.00391272076700628,0.03437738731856379
541,0,0.055,18,74,1300,0.01779390866008735,0.042042042042042045
708,0,0.055,73,18,1300,0.6849782472101456,0.4581430745814307
41,0,0.055,14,94,1300,0.09192601254448929,0.135258358662614
874,0,0.055,23,58,1300,0.3006275806740184,0.2983508245877061
374,0,0.055,19,70,1300,0.05146218460984561,0.11278195488721804
208,0,0.055,37,36,1300,0.10980963044505748,0.16816816816816818
709,0,0.055,34,39,1300,0.0192469444882451,0.10256410256410256
542,0,0.055,87,15,1300,0.06353627132086294,0.11494252873563218
875,0,0.055,15,88,1300,0.004213552414984026,0.015151515151515152
42,0,0.055,62,21,1300,0.00047079654464821026,0.009216589861751152
375,0,0.055,14,94,1300,0.029182612023062392,0.08662613981762918
209,0,0.055,20,68,1300,0.07230535496405358,0.13897058823529412
710,0,0.055,17,77,1300,0.00529073343942662,0.06264323911382735
543,0,0.055,22,61,1300,0.06360518224790104,0.08122205663189269
876,0,0.055,93,14,1300,0.11727903256758448,0.18202764976958524
43,0,0.055,14,93,1300,0.011166565524235339,0.05913978494623656
376,0,0.055,16,82,1300,0.018314026135117168,0.07698170731707317
210,0,0.055,22,61,1300,0.0060368074010654985,0.026825633383010434
711,0,0.055,82,16,1300,0.019002320063829188,0.053353658536585365
544,0,0.055,16,85,1300,0.1323857579228408,0.14044117647058824
877,0,0.055,15,89,1300,0.0012020808162403241,0.02397003745318352
44,0,0.055,23,58,1300,0.003964405897715647,0.031484257871064465
377,0,0.055,77,17,1300,0.012249976080984963,0.0374331550802139
712,0,0.055,18,73,1300,0.04725746388357352,0.0852359208523592
211,0,0.055,52,25,1300,0.006146753281111495,0.06307692307692307
545,0,0.055,17,80,1300,0.006357000225580395,0.045588235294117645
878,0,0.055,15,90,1300,0.019924963662871442,0.07481481481481482
45,0,0.055,19,71,1300,0.061461726987360264,0.10007412898443291
378,0,0.055,87,15,1300,0.12995817480116556,0.16398467432950192
713,0,0.055,32,41,1300,0.3568363329138631,0.2614329268292683
212,0,0.055,31,43,1300,0.0003748837372207318,0.015003750937734433
546,0,0.055,31,43,1300,0.08362726253801672,0.11477869467366841
879,0,0.055,77,17,1300,0.0036435772443733027,0.029029793735676088
46,0,0.055,20,66,1300,0.21319465055517778,0.24848484848484848
379,0,0.055,69,19,1300,0.10804811962785571,0.12204424103737604
213,0,0.055,26,50,1300,0.058836087786406935,0.09384615384615384
714,0,0.055,29,46,1300,0.12359633381950597,0.17991004497751126
880,0,0.055,16,83,1300,0.07377965492920811,0.10316265060240964
547,0,0.055,47,28,1300,0.0242744442840146,0.11094224924012158
47,0,0.055,41,32,1300,0.23257920807097177,0.2621951219512195
380,0,0.055,42,31,1300,0.12194741404251491,0.1774193548387097
214,0,0.055,26,51,1300,0.021170128453451356,0.07088989441930618
881,0,0.055,38,35,1300,0.019036463385567415,0.04736842105263158
715,0,0.055,55,24,1300,0.16379523501125914,0.21818181818181817
548,0,0.055,18,76,1300,0.0014792352463101482,0.00804093567251462
48,0,0.055,18,75,1300,0.16796449594283563,0.2111111111111111
381,0,0.055,20,65,1300,0.04411467615443229,0.06615384615384616
215,0,0.055,57,23,1300,0.06641857159918722,0.13653699466056446
716,0,0.055,32,41,1300,0.19851946782105884,0.22560975609756098
882,0,0.055,36,37,1300,0.6320006240642708,0.39864864864864863
549,0,0.055,37,36,1300,0.001449307613839561,0.01951951951951952
49,0,0.055,23,57,1300,0.014993860863098651,0.07551487414187644
382,0,0.055,23,57,1300,0.02396498076612946,0.05568268497330282
216,0,0.055,14,94,1300,0.004339958200729453,0.04179331306990881
883,0,0.055,93,14,1300,0.017170268563948644,0.06758832565284179
550,0,0.055,15,87,1300,0.031835356981918625,0.08888888888888889
717,0,0.055,28,47,1300,0.026685318124645106,0.14437689969604864
50,0,0.055,34,39,1300,0.4139403639256672,0.40874811463046756
383,0,0.055,14,94,1300,0.07729794975896417,0.11018237082066869
217,0,0.055,17,77,1300,0.015960495284714528,0.05194805194805195
551,0,0.055,17,78,1300,0.012534264353144307,0.03619909502262444
884,0,0.055,45,29,1300,0.13727375749790305,0.1839080459770115
51,0,0.055,15,90,1300,0.0005884802157419645,0.01037037037037037
718,0,0.055,29,46,1300,0.12448156620219442,0.18215892053973012
384,0,0.055,18,73,1300,0.4831432321660248,0.3165905631659056
218,0,0.055,82,16,1300,0.138869657028027,0.17682926829268292
552,0,0.055,28,48,1300,0.0007504417937758173,0.021577380952380952
885,0,0.055,69,19,1300,0.0734613505511214,0.14340198321891687
52,0,0.055,21,62,1300,0.11089270425916536,0.14746543778801843
719,0,0.055,31,43,1300,0.0008474619291658796,0.010502625656414103
385,0,0.055,20,68,1300,0.0022164474481763227,0.03529411764705882
219,0,0.055,55,24,1300,0.0031184586461623625,0.023484848484848483
553,0,0.055,31,43,1300,0.3488442345353943,0.30007501875468867
720,0,0.055,15,88,1300,0.08915678173445368,0.1606060606060606
886,0,0.055,14,98,1300,0.01079184149970163,0.03571428571428571
53,0,0.055,15,89,1300,0.017695437769670468,0.07790262172284644
386,0,0.055,40,33,1300,0.12353816261774386,0.13787878787878788
220,0,0.055,30,44,1300,0.5758220781108393,0.41893939393939394
554,0,0.055,41,32,1300,0.00011434616078877226,0.007621951219512195
721,0,0.055,41,32,1300,0.06973326698131264,0.16310975609756098
887,0,0.055,24,56,1300,1.5819458218745142e-05,0.001488095238095238
54,0,0.055,16,84,1300,0.019289717029240518,0.11086309523809523
387,0,0.055,19,71,1300,0.019490678392681735,0.05930318754633061
221,0,0.055,16,86,1300,0.038448512338407216,0.09738372093023256
555,0,0.055,119,11,1300,0.018109977711604205,0.061879297173414824
722,0,0.055,119,11,1300,0.6649328581030788,0.4660045836516425
888,0,0.055,21,64,1300,0.0002388756410022185,0.010416666666666666
388,0,0.055,18,73,1300,0.013069704842794745,0.0441400304414003
55,0,0.055,17,81,1300,0.0011129877362999136,0.01597676107480029
222,0,0.055,17,78,1300,0.06184276122071471,0.11161387631975868
723,0,0.055,34,39,1300,0.0003861058730886262,0.01809954751131222
556,0,0.055,109,12,1300,0.0008772644912517884,0.01452599388379205
889,0,0.055,82,16,1300,0.018611977986132115,0.0975609756097561
389,0,0.055,14,95,1300,0.03861940486047716,0.07443609022556391
56,0,0.055,15,90,1300,0.24621371503086542,0.24074074074074073
223,0,0.055,24,55,1300,0.021180222629013812,0.04621212121212121
724,0,0.055,17,81,1300,0.03434850584352826,0.07116920842411038
557,0,0.055,34,39,1300,0.43817992506439346,0.27978883861236803
890,0,0.055,14,96,1300,0.17627133273625106,0.25818452380952384
390,0,0.055,16,82,1300,0.04429333240715109,0.0701219512195122
57,0,0.055,20,65,1300,0.032812741059278804,0.11
224,0,0.055,47,28,1300,0.004800526480225627,0.02507598784194529
725,0,0.055,25,54,1300,0.007267379384330575,0.034074074074074076
891,0,0.055,38,35,1300,0.03572033096983263,0.06917293233082707
558,0,0.055,33,40,1300,0.022587015407265616,0.056818181818181816
391,0,0.055,31,42,1300,0.03197200513677748,0.08064516129032258
58,0,0.055,41,32,1300,0.037368862173137146,0.12652439024390244
225,0,0.055,28,47,1300,0.0008783246736566656,0.015197568389057751
726,0,0.055,23,58,1300,0.024827268331312328,0.06746626686656672
892,0,0.055,16,85,1300,0.014681595341585188,0.05514705882352941
559,0,0.055,27,49,1300,7.955264583490017e-05,0.0045351473922902496
59,0,0.055,23,57,1300,0.023296407525852554,0.03966437833714721
392,0,0.055,28,48,1300,0.04471200994088485,0.11904761904761904
226,0,0.055,55,24,1300,0.022002356485780392,0.05454545454545454
727,0,0.055,31,43,1300,0.04331411802317473,0.12903225806451613
893,0,0.055,24,55,1300,0.00026923823679868487,0.015151515151515152
560,0,0.055,19,71,1300,0.010952090998607927,0.04447739065974796
393,0,0.055,40,33,1300,0.000506130557239546,0.017424242424242425
60,0,0.055,52,25,1300,0.015257874225204625,0.09
227,0,0.055,23,57,1300,0.014898280893756999,0.05034324942791762
394,0,0.055,29,45,1300,0.026029151395176257,0.06666666666666667
561,0,0.055,33,40,1300,0.02242333824824688,0.06287878787878788
61,0,0.055,39,34,1300,0.14842038361558835,0.22171945701357465
728,0,0.055,26,50,1300,0.008188971384494911,0.03307692307692308
228,0,0.055,15,91,1300,0.16188555611883243,0.2043956043956044
894,0,0.055,55,24,1300,0.002047562054819285,0.03409090909090909
395,0,0.055,28,47,1300,0.002281287573632528,0.041033434650455926
562,0,0.055,23,58,1300,0.3206809220312815,0.2766116941529235
62,0,0.055,14,98,1300,0.010339112991083326,0.08017492711370262
729,0,0.055,130,10,1300,0.00032957941512141086,0.008461538461538461
229,0,0.055,28,48,1300,0.02273801637284888,0.041666666666666664
895,0,0.055,22,61,1300,0.0065128739593022615,0.029061102831594635
396,0,0.055,25,54,1300,0.009009952961946226,0.05851851851851852
563,0,0.055,22,61,1300,0.005847637195890438,0.042473919523099854
63,0,0.055,45,29,1300,0.002901415489906757,0.03601532567049808
730,0,0.055,100,13,1300,0.1966308679610959,0.21846153846153846
230,0,0.055,23,59,1300,0.023331874355201475,0.08106116433308769
896,0,0.055,26,50,1300,0.00040200174389925066,0.008461538461538461
397,0,0.055,18,73,1300,0.2932657166233685,0.2678843226788432
564,0,0.055,21,62,1300,0.450853738558233,0.3033794162826421
64,0,0.055,87,15,1300,0.5404019847188932,0.4298850574712644
731,0,0.055,18,74,1300,0.003159409201121796,0.02177177177177177
231,0,0.055,57,23,1300,0.02828199567611978,0.09000762776506484
897,0,0.055,21,64,1300,0.07411840087008485,0.1488095238095238
398,0,0.055,14,93,1300,0.001899792958874958,0.021505376344086023
565,0,0.055,52,25,1300,0.0005965667724374254,0.01
65,0,0.055,50,26,1300,0.03971801405142879,0.0823076923076923
232,0,0.055,23,58,1300,0.1652614126657871,0.1904047976011994
732,0,0.055,14,95,1300,0.0012799867414711294,0.012030075187969926
898,0,0.055,20,67,1300,0.021390457685398254,0.05373134328358209
399,0,0.055,34,39,1300,2.3797632943604984e-05,0.005279034690799397
566,0,0.055,18,74,1300,0.01627114655219271,0.04279279279279279
66,0,0.055,14,96,1300,0.0015600847097557923,0.017857142857142856
233,0,0.055,25,52,1300,0.11130904851583578,0.1723076923076923
733,0,0.055,100,13,1300,0.193973165630139,0.2
899,0,0.055,87,15,1300,0.00019930771102212114,0.006130268199233717
400,0,0.055,16,84,1300,0.006091077130998433,0.05431547619047619
567,0,0.055,30,44,1300,0.11260429385586657,0.17045454545454544
67,0,0.055,21,62,1300,0.0007322974875095934,0.009216589861751152
234,0,0.055,16,86,1300,2.6519365500901586e-05,0.002180232558139535
734,0,0.055,20,67,1300,0.03255863165062706,0.08582089552238806
900,0,0.055,57,23,1300,0.017017308651124753,0.07627765064836003
401,0,0.055,57,23,1300,0.1573282396918207,0.18688024408848208
568,0,0.055,17,77,1300,2.0296468943220935e-05,0.002291825821237586
68,0,0.055,49,27,1300,2.7865213314988045e-09,0.0
235,0,0.055,14,98,1300,0.14345879483883245,0.19387755102040816
735,0,0.055,15,87,1300,0.011702886475859316,0.04061302681992337
901,0,0.055,87,15,1300,0.00024738805064572006,0.0030651340996168583
402,0,0.055,93,14,1300,0.18258367469964848,0.21121351766513058
569,0,0.055,24,56,1300,0.12478208289030668,0.16815476190476192
69,0,0.055,82,16,1300,0.4673637904412149,0.3559451219512195
236,0,0.055,26,51,1300,0.0001652358656478832,0.00904977375565611
736,0,0.055,34,39,1300,0.01345344205435237,0.04524886877828054
902,0,0.055,30,44,1300,0.30674026846530356,0.24924242424242424
403,0,0.055,23,58,1300,0.00111609339814422,0.017991004497751123
570,0,0.055,16,82,1300,0.027657496161304102,0.10899390243902439
70,0,0.055,18,75,1300,0.16970637984012438,0.15703703703703703
237,0,0.055,17,77,1300,0.011646330515085802,0.057295645530939646
