sim_id,trial_id,p_diff,n_raters,scores_per_r,total_scores
623,0,0.055,93,35,3255
624,0,0.055,144,35,5040
625,0,0.055,32,35,1120
626,0,0.055,106,35,3710
627,0,0.055,33,35,1155
628,0,0.055,37,35,1295
629,0,0.055,120,35,4200
630,0,0.055,80,35,2800
631,0,0.055,72,35,2520
632,0,0.055,62,35,2170
633,0,0.055,69,35,2415
634,0,0.055,123,35,4305
635,0,0.055,47,35,1645
636,0,0.055,72,35,2520
637,0,0.055,124,35,4340
638,0,0.055,86,35,3010
639,0,0.055,80,35,2800
640,0,0.055,66,35,2310
641,0,0.055,106,35,3710
642,0,0.055,138,35,4830
643,0,0.055,38,35,1330
644,0,0.055,50,35,1750
645,0,0.055,123,35,4305
646,0,0.055,96,35,3360
647,0,0.055,148,35,5180
648,0,0.055,124,35,4340
649,0,0.055,58,35,2030
650,0,0.055,52,35,1820
651,0,0.055,76,35,2660
652,0,0.055,111,35,3885
653,0,0.055,112,35,3920
654,0,0.055,139,35,4865
655,0,0.055,110,35,3850
656,0,0.055,126,35,4410
657,0,0.055,87,35,3045
658,0,0.055,50,35,1750
659,0,0.055,103,35,3605
660,0,0.055,94,35,3290
661,0,0.055,87,35,3045
662,0,0.055,20,35,700
663,0,0.055,36,35,1260
664,0,0.055,109,35,3815
665,0,0.055,91,35,3185
666,0,0.055,111,35,3885
667,0,0.055,78,35,2730
668,0,0.055,63,35,2205
669,0,0.055,50,35,1750
670,0,0.055,122,35,4270
671,0,0.055,53,35,1855
672,0,0.055,127,35,4445
673,0,0.055,79,35,2765
674,0,0.055,72,35,2520
675,0,0.055,44,35,1540
676,0,0.055,104,35,3640
677,0,0.055,82,35,2870
678,0,0.055,91,35,3185
679,0,0.055,60,35,2100
680,0,0.055,27,35,945
681,0,0.055,121,35,4235
682,0,0.055,107,35,3745
683,0,0.055,42,35,1470
684,0,0.055,108,35,3780
685,0,0.055,102,35,3570
686,0,0.055,109,35,3815
687,0,0.055,88,35,3080
688,0,0.055,73,35,2555
689,0,0.055,91,35,3185
690,0,0.055,52,35,1820
691,0,0.055,91,35,3185
692,0,0.055,78,35,2730
693,0,0.055,119,35,4165
694,0,0.055,138,35,4830
695,0,0.055,107,35,3745
696,0,0.055,129,35,4515
697,0,0.055,62,35,2170
698,0,0.055,49,35,1715
699,0,0.055,92,35,3220
700,0,0.055,51,35,1785
701,0,0.055,134,35,4690
702,0,0.055,105,35,3675
703,0,0.055,57,35,1995
704,0,0.055,61,35,2135
705,0,0.055,46,35,1610
706,0,0.055,102,35,3570
707,0,0.055,104,35,3640
708,0,0.055,97,35,3395
709,0,0.055,75,35,2625
710,0,0.055,111,35,3885
711,0,0.055,146,35,5110
712,0,0.055,74,35,2590
713,0,0.055,97,35,3395
714,0,0.055,125,35,4375
715,0,0.055,72,35,2520
716,0,0.055,75,35,2625
717,0,0.055,23,35,805
718,0,0.055,86,35,3010
719,0,0.055,96,35,3360
720,0,0.055,21,35,735
721,0,0.055,52,35,1820
722,0,0.055,77,35,2695
723,0,0.055,21,35,735
724,0,0.055,82,35,2870
725,0,0.055,30,35,1050
726,0,0.055,119,35,4165
727,0,0.055,62,35,2170
728,0,0.055,45,35,1575
729,0,0.055,54,35,1890
730,0,0.055,138,35,4830
731,0,0.055,63,35,2205
732,0,0.055,140,35,4900
733,0,0.055,58,35,2030
734,0,0.055,30,35,1050
735,0,0.055,42,35,1470
736,0,0.055,131,35,4585
737,0,0.055,109,35,3815
738,0,0.055,128,35,4480
739,0,0.055,129,35,4515
740,0,0.055,52,35,1820
741,0,0.055,40,35,1400
742,0,0.055,25,35,875
743,0,0.055,110,35,3850
744,0,0.055,39,35,1365
745,0,0.055,58,35,2030
746,0,0.055,56,35,1960
747,0,0.055,25,35,875
748,0,0.055,27,35,945
749,0,0.055,91,35,3185
750,0,0.055,41,35,1435
751,0,0.055,74,35,2590
752,0,0.055,145,35,5075
753,0,0.055,110,35,3850
754,0,0.055,127,35,4445
755,0,0.055,78,35,2730
756,0,0.055,49,35,1715
757,0,0.055,100,35,3500
758,0,0.055,121,35,4235
759,0,0.055,115,35,4025
760,0,0.055,38,35,1330
761,0,0.055,61,35,2135
762,0,0.055,103,35,3605
763,0,0.055,119,35,4165
764,0,0.055,36,35,1260
765,0,0.055,122,35,4270
766,0,0.055,107,35,3745
767,0,0.055,146,35,5110
768,0,0.055,72,35,2520
769,0,0.055,40,35,1400
770,0,0.055,49,35,1715
771,0,0.055,138,35,4830
772,0,0.055,99,35,3465
773,0,0.055,90,35,3150
774,0,0.055,113,35,3955
775,0,0.055,75,35,2625
776,0,0.055,24,35,840
777,0,0.055,57,35,1995
778,0,0.055,122,35,4270
779,0,0.055,107,35,3745
780,0,0.055,28,35,980
781,0,0.055,44,35,1540
782,0,0.055,89,35,3115
783,0,0.055,39,35,1365
784,0,0.055,103,35,3605
785,0,0.055,129,35,4515
786,0,0.055,34,35,1190
787,0,0.055,104,35,3640
788,0,0.055,49,35,1715
789,0,0.055,75,35,2625
790,0,0.055,106,35,3710
791,0,0.055,57,35,1995
792,0,0.055,72,35,2520
793,0,0.055,148,35,5180
794,0,0.055,27,35,945
795,0,0.055,126,35,4410
796,0,0.055,44,35,1540
797,0,0.055,40,35,1400
798,0,0.055,33,35,1155
799,0,0.055,100,35,3500
800,0,0.055,45,35,1575
801,0,0.055,25,35,875
802,0,0.055,149,35,5215
803,0,0.055,90,35,3150
804,0,0.055,130,35,4550
805,0,0.055,107,35,3745
806,0,0.055,113,35,3955
807,0,0.055,83,35,2905
808,0,0.055,30,35,1050
809,0,0.055,42,35,1470
810,0,0.055,109,35,3815
811,0,0.055,100,35,3500
812,0,0.055,45,35,1575
813,0,0.055,24,35,840
814,0,0.055,36,35,1260
815,0,0.055,148,35,5180
816,0,0.055,60,35,2100
817,0,0.055,87,35,3045
818,0,0.055,103,35,3605
819,0,0.055,73,35,2555
820,0,0.055,120,35,4200
821,0,0.055,70,35,2450
822,0,0.055,97,35,3395
823,0,0.055,48,35,1680
824,0,0.055,64,35,2240
825,0,0.055,70,35,2450
826,0,0.055,91,35,3185
827,0,0.055,78,35,2730
828,0,0.055,90,35,3150
829,0,0.055,65,35,2275
830,0,0.055,88,35,3080
831,0,0.055,57,35,1995
832,0,0.055,49,35,1715
833,0,0.055,82,35,2870
834,0,0.055,124,35,4340
835,0,0.055,120,35,4200
836,0,0.055,47,35,1645
837,0,0.055,144,35,5040
838,0,0.055,68,35,2380
839,0,0.055,84,35,2940
840,0,0.055,137,35,4795
841,0,0.055,26,35,910
842,0,0.055,77,35,2695
843,0,0.055,82,35,2870
844,0,0.055,38,35,1330
845,0,0.055,144,35,5040
846,0,0.055,44,35,1540
847,0,0.055,91,35,3185
848,0,0.055,36,35,1260
849,0,0.055,46,35,1610
850,0,0.055,20,35,700
851,0,0.055,67,35,2345
852,0,0.055,32,35,1120
853,0,0.055,114,35,3990
854,0,0.055,49,35,1715
855,0,0.055,67,35,2345
856,0,0.055,46,35,1610
857,0,0.055,105,35,3675
858,0,0.055,122,35,4270
859,0,0.055,112,35,3920
860,0,0.055,146,35,5110
861,0,0.055,37,35,1295
862,0,0.055,79,35,2765
863,0,0.055,105,35,3675
864,0,0.055,121,35,4235
865,0,0.055,46,35,1610
866,0,0.055,116,35,4060
867,0,0.055,52,35,1820
868,0,0.055,27,35,945
869,0,0.055,72,35,2520
870,0,0.055,121,35,4235
871,0,0.055,75,35,2625
872,0,0.055,91,35,3185
873,0,0.055,43,35,1505
874,0,0.055,90,35,3150
875,0,0.055,118,35,4130
876,0,0.055,138,35,4830
877,0,0.055,63,35,2205
878,0,0.055,118,35,4130
879,0,0.055,100,35,3500
880,0,0.055,129,35,4515
881,0,0.055,41,35,1435
882,0,0.055,43,35,1505
883,0,0.055,113,35,3955
884,0,0.055,35,35,1225
885,0,0.055,106,35,3710
886,0,0.055,101,35,3535
887,0,0.055,90,35,3150
888,0,0.055,27,35,945
889,0,0.055,127,35,4445
890,0,0.055,58,35,2030
891,0,0.055,23,35,805
892,0,0.055,140,35,4900
893,0,0.055,51,35,1785
894,0,0.055,111,35,3885
895,0,0.055,34,35,1190
896,0,0.055,109,35,3815
897,0,0.055,101,35,3535
898,0,0.055,106,35,3710
899,0,0.055,66,35,2310
900,0,0.055,70,35,2450
901,0,0.055,137,35,4795
902,0,0.055,120,35,4200
903,0,0.055,85,35,2975
904,0,0.055,47,35,1645
905,0,0.055,115,35,4025
906,0,0.055,77,35,2695
907,0,0.055,136,35,4760
908,0,0.055,52,35,1820
909,0,0.055,117,35,4095
910,0,0.055,114,35,3990
911,0,0.055,71,35,2485
912,0,0.055,92,35,3220
913,0,0.055,81,35,2835
914,0,0.055,54,35,1890
915,0,0.055,22,35,770
916,0,0.055,142,35,4970
917,0,0.055,88,35,3080
918,0,0.055,96,35,3360
919,0,0.055,79,35,2765
920,0,0.055,74,35,2590
921,0,0.055,110,35,3850
922,0,0.055,56,35,1960
923,0,0.055,135,35,4725
924,0,0.055,42,35,1470
925,0,0.055,44,35,1540
926,0,0.055,26,35,910
927,0,0.055,43,35,1505
928,0,0.055,143,35,5005
929,0,0.055,131,35,4585
930,0,0.055,101,35,3535
931,0,0.055,100,35,3500
932,0,0.055,63,35,2205
